event_id,datetime,event_type,cat_id,color_id,name,location,lat,lng,source_url,link,picture
22828880,2026-03-14T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Zakitne, Platonivka, Riznykivka and Yampil, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.9139,37.91819,https://t.me/lumsrc/15928,https://liveuamap.com/en/2026/14-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/14/22828880_0.jpg
22828881,2026-03-14T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Stepnohirsk, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.58153,35.3492,https://t.me/lumsrc/15932,https://liveuamap.com/en/2026/14-march-08-at-orikhiv-direction-clashes-yesterday-near-stepnohirsk,https://liveuamap.com/pics/2026/03/14/22828881_0.jpg
22828882,2026-03-14T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Drobysheve, Stavky and Lyman, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.98048,37.84206,https://t.me/lumsrc/15927,https://liveuamap.com/en/2026/14-march-08-at-lyman-direction-clashes-yesterday-near-drobysheve,https://liveuamap.com/pics/2026/03/14/22828882_0.jpg
22828600,2026-03-13T07:02:00,anti_aircraft,42,2,"Overnight Russia launched 1 Iskander-M ballistic missile and 126 strike drones, - Ukrainian Air Force",Dnipro,48.42516,35.09857,https://t.me/kpszsu/57815,https://liveuamap.com/en/2026/13-march-06-overnight-russia-launched-1-iskanderm-ballistic,https://liveuamap.com/pics/2026/03/13/22828600_0.jpg
22828604,2026-03-13T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 1 Russian army assault, - General Staff of Armed Forces of Ukraine reports","Kursk Oblast, Russia",51.02594,35.40825,https://t.me/lumsrc/15923,https://liveuamap.com/en/2026/13-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/13/22828604_0.jpg
22828605,2026-03-13T09:00:00,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Rybne, Berezove, Oleksandrohrad and Novohryhorivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",47.97364,36.63597,https://t.me/lumsrc/15920,https://liveuamap.com/en/2026/13-march-08-at-oleksandrivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/13/22828605_0.jpg
22828606,2026-03-13T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Kryva Luka, Ray-Oleksandrivka, Riznykivka and near Yampil, Zakitne, Platonivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.89612,38.0187,https://t.me/lumsrc/15917,https://liveuamap.com/en/2026/13-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/13/22828606_0.jpg
22828607,2026-03-13T09:00:00,armed_clash,25,1,"At South Slobozhansky(Kharkiv) direction clashes yesterday near Zybyne, - General Staff of Armed Forces of Ukraine reports",Kharkiv Oblast,50.30898,37.08641,https://t.me/lumsrc/15914,https://liveuamap.com/en/2026/13-march-08-at-south-slobozhanskykharkiv-direction-clashes,https://liveuamap.com/pics/2026/03/13/22828607_0.jpg
22828609,2026-03-13T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Huliaipole, Myrne, Zelene and towards Dobropillya, Zaliznychne, Olenokostyantynivka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.70873,36.15812,https://t.me/lumsrc/15922,https://liveuamap.com/en/2026/13-march-08-at-huliaipole-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/13/22828609_0.jpg
22828610,2026-03-13T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Prymorske and near Stepnohirsk, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.58361,35.35864,https://t.me/lumsrc/15921,https://liveuamap.com/en/2026/13-march-08-at-orikhiv-direction-clashes-yesterday-near-prymorske,https://liveuamap.com/pics/2026/03/13/22828610_0.jpg
22828231,2026-03-12T08:38:00,medical,10,1,Seven people were injured when an overpass collapsed at an aircraft factory in Irkutsk. The cause was an engine failure.,"Irkutsk,Irkutskaya oblast'",52.35192,104.20515,https://t.me/tv360/200696,https://liveuamap.com/en/2026/12-march-07-seven-people-were-injured-when-an-overpass-collapsed,
22828242,2026-03-12T08:57:00,fire,9,1,Explosions were reported at the plant in Tula,"Tula Oblast, Russia",54.12136,37.55805,https://t.me/exilenova_plus/17394,https://liveuamap.com/en/2026/12-march-07-explosions-were-reported-at-the-plant-in-tula,
22828244,2026-03-12T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Zakitne and towards Ray-Oleksandrivka and Dronivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.8986,38.03683,https://t.me/lumsrc/15899,https://liveuamap.com/en/2026/12-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/12/22828244_0.jpg
22828245,2026-03-12T09:00:00,armed_clash,25,1,"At South Slobozhansky(Kharkiv) direction clashes yesterday near Prylipka, - General Staff of Armed Forces of Ukraine reports",Vovchansk,50.24876,36.83561,https://t.me/lumsrc/15896,https://liveuamap.com/en/2026/12-march-08-at-south-slobozhanskykharkiv-direction-clashes,https://liveuamap.com/pics/2026/03/12/22828245_0.jpg
22828246,2026-03-12T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Drobysheve and Cherneschyna, - General Staff of Armed Forces of Ukraine reports","Kharkiv Oblast, Ukraine",49.30489,37.89219,https://t.me/lumsrc/15898,https://liveuamap.com/en/2026/12-march-08-at-lyman-direction-clashes-yesterday-near-drobysheve,https://liveuamap.com/pics/2026/03/12/22828246_0.jpg
22828247,2026-03-12T09:00:00,armed_clash,25,1,"At Kupyansk direction clashes yesterday near Novoplatonivka and Podoly, - General Staff of Armed Forces of Ukraine reports",Kharkiv,49.66899,37.7128,https://t.me/lumsrc/15897,https://liveuamap.com/en/2026/12-march-08-at-kupyansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/12/22828247_0.jpg
22828248,2026-03-12T09:00:00,airstrike_shelling,27,1,"Russian aviation conducted airstrikes at Velykomykhaylivka, Kolomiytsi, Pysantsi, Pokrovske, Havrylivka, Pidhavrylivka, Oleksandrivka of Dnipropetrovsk region, Shyroke, Charivne, Huliaipilske, Dolynka of Zaporizhzhia region, Prydniprovske of Kherson region, - General Staff of Armed Forces of Ukraine reports   ",Kherson,46.67891,32.78526,https://t.me/lumsrc/15895,https://liveuamap.com/en/2026/12-march-08-russian-aviation-conducted-airstrikes-at-velykomykhaylivka,https://liveuamap.com/pics/2026/03/12/22828248_0.jpg
22828249,2026-03-12T09:00:00,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Ternove, Zlahoda and Dobropillya, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.82631,36.32715,https://t.me/lumsrc/15908,https://liveuamap.com/en/2026/12-march-08-at-oleksandrivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/12/22828249_0.jpg
22828250,2026-03-12T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 1 Russian army assaults, - General Staff of Armed Forces of Ukraine reports","Sumy Oblast, Ukraine",51.0597,35.34851,https://t.me/lumsrc/15912,https://liveuamap.com/en/2026/12-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/12/22828250_0.jpg
22828251,2026-03-12T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Stepove, - General Staff of Armed Forces of Ukraine reports",Zaporizhzhia,47.53252,35.45975,https://t.me/lumsrc/15909,https://liveuamap.com/en/2026/12-march-08-at-orikhiv-direction-clashes-yesterday-near-stepove,https://liveuamap.com/pics/2026/03/12/22828251_0.jpg
22828252,2026-03-12T09:00:00,armed_clash,25,1,"At Kherson direction clashes yesterday near Bilohrudyi island, - General Staff of Armed Forces of Ukraine reports",Kherson,46.53916,32.46546,https://t.me/lumsrc/15911,https://liveuamap.com/en/2026/12-march-08-at-kherson-direction-clashes-yesterday-near-bilohrudyi,https://liveuamap.com/pics/2026/03/12/22828252_0.jpg
22828253,2026-03-12T09:00:00,armed_clash,25,1,"At Kostiantynivka direction clashes yesterday near Kostyantynivka, Ivanopillya, Illinivka, Berestok and Sofiyivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.49012,37.3863,https://t.me/lumsrc/15906,https://liveuamap.com/en/2026/12-march-08-at-kostiantynivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/12/22828253_0.jpg
22828254,2026-03-12T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Huliaipole, Novoukrayinka, Zaliznychne, Tsvitkove, Myrne, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.58325,36.12073,https://t.me/lumsrc/15910,https://liveuamap.com/en/2026/12-march-08-at-huliaipole-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/12/22828254_0.jpg
22828295,2026-03-12T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Bilytske, Nykyforivka, Rodynske, Myrnohrad, Kotlyne, Udachne, Muravka, Novopidhordnie, Novoplatonivka, - General Staff of Armed Forces of Ukraine reports","Dnipropetrovsk Oblast, Ukraine",48.14571,36.87956,https://t.me/lumsrc/15907,https://liveuamap.com/en/2026/12-march-08-at-pokrovsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/12/22828295_0.jpg
22828333,2026-03-12T13:47:00,political_statement,14,2,"Minister of Defense of Ukraine: Ukraine opens battlefield data to train AI models for autonomous systems — first in the world. Millions of annotated combat frames from thousands of missions are now available for partners to train AI. This creates a new win-win cooperation model: partners refine their technologies with unique data, while Ukraine scales frontline capabilities","Kyiv, Kyiv city",50.44146,30.52792,https://x.com/FedorovMykhailo/status/2032076066676752551,https://liveuamap.com/en/2026/12-march-12-minister-of-defense-of-ukraine-ukraine-opens,https://liveuamap.com/pics/2026/03/12/22828333_0.jpg
22828311,2026-03-12T14:08:00,anti_aircraft,42,2,A missile was shot down over Zaporizhzhia,"Zaporizhzhia, Zaporiz'ka oblast",47.85223,35.17153,https://t.me/operativnoZSU/206054,https://liveuamap.com/en/2026/12-march-13-a-missile-was-shot-down-over-zaporizhzhia,https://liveuamap.com/pics/2026/03/12/22828311_0.jpeg
22828338,2026-03-12T14:21:00,airstrike_shelling,27,1,"At night, Russia attacked a transformer substation in the Kyiv district of Kharkiv, - Mayor Terekhov. Part of the city was left without electricity, power workers have already partially restored power supply. After the first hit, there was a second strike.","Kharkiv, Kharkiv Oblast",50.08739,36.15914,https://t.me/kharkivlife/135925,https://liveuamap.com/en/2026/12-march-13-at-night-russia-attacked-a-transformer-substation,
22828330,2026-03-12T14:55:00,political_statement,14,2,"The Presidents of Ukraine and Romania signed a declaration on strategic partnership. Today in Bucharest, Volodymyr Zelenskyy and Nicușor Dan signed: a Joint Declaration on the Establishment of Strategic Partnership between Ukraine and Romania; Framework Agreements between the President of Ukraine and the President of Romania on Cooperation in the Energy Sector; and a Joint Statement between Ukraine and Romania on Joint Production of Defense Products","București, Municipiul București",44.43331,26.0848,https://t.me/ukrinform_news/160320,https://liveuamap.com/en/2026/12-march-13-the-presidents-of-ukraine-and-romania-signed,
22828402,2026-03-12T18:13:00,drone_strike,21,2,FP-2 drones have targeted train with fuel at the occupied part of Luhansk region,"Luhansk Oblast, Ukraine",48.12559,39.59908,https://x.com/hochu_dodomu/status/2032142853493715324,https://liveuamap.com/en/2026/12-march-17-fp2-drones-have-targeted-train-with-fuel-at-the,https://liveuamap.com/pics/2026/03/12/22828402_0.jpeg
22828434,2026-03-12T19:32:00,airstrike_shelling,27,1,"Explosion was reported in Dnipro city, ballistic missile strike",Dnipro,48.42728,35.09806,https://t.me/dnepr_operativ/103725,https://liveuamap.com/en/2026/12-march-18-explosion-was-reported-in-dnipro-city-ballistic,
22828453,2026-03-12T21:10:00,loitering_munition,102,1,"Explosions were reported in Zaporizhzhia, the city is under drones raid","Zaporizhzhia, Zaporiz'ka oblast",47.83692,35.16054,https://t.me/ukrinform_news/160349,https://liveuamap.com/en/2026/12-march-20-explosions-were-reported-in-zaporizhzhia-the,
22828497,2026-03-13T00:41:00,political_statement,14,10,"U.S. Treasury Secreaty: .@POTUS is taking decisive steps to promote stability in global energy markets and working to keep prices low as we address the threat and instability posed by the terrorist Iranian regime. To increase the global reach of existing supply, @USTreasury is providing a temporary authorization to permit countries to purchase Russian oil currently stranded at sea. This narrowly tailored, short-term measure applies only to oil already in transit and will not provide significant financial benefit to the Russian government, which derives the majority of its energy revenue from taxes assessed at the point of extraction. President Trump's pro-energy policies have driven U.S. oil and gas production to record levels, contributing to lower fuel prices for hardworking Americans. The temporary increase in oil prices is a short-term and temporary disruption that will result in a massive benefit to our nation and economy in the long-term","Washington, District of Columbia",38.89758,-77.03435,https://x.com/SecScottBessent/status/2032240591442960393,https://liveuamap.com/en/2026/12-march-23-us-treasury-secreaty-potus-is-taking-decisive,
22828498,2026-03-13T02:46:00,explosion,26,1,Explosion was reported at Khanskaya airfield near Maykop,Respublika Adygeya,44.67413,40.02493,https://t.me/exilenova_plus/17415,https://liveuamap.com/en/2026/13-march-01-explosion-was-reported-at-khanskaya-airfield,https://liveuamap.com/pics/2026/03/13/22828498_0.jpeg
22827958,2026-03-11T17:33:00,armed_clash,25,1,"1 person killed, another wounded as result of Russian bombardment in Nikopol district","Dnipropetrovsk Oblast, Ukraine",47.5608,34.39236,https://t.me/suspilnednipro/59748,https://liveuamap.com/en/2026/11-march-16-1-person-killed-another-wounded-as-result-of,https://liveuamap.com/pics/2026/03/11/22827958_0.jpg
22828080,2026-03-11T21:21:00,political_statement,14,10,Foreign Minister of Hungary says the Embassy in Ukraine sent a note informing about delegation visit and requested meeting with minister of energy of Ukraine,Budapest,47.50609,19.0472,https://t.me/suspilnenews/64299,https://liveuamap.com/en/2026/11-march-20-foreign-minister-of-hungary-says-the-embassy,https://liveuamap.com/pics/2026/03/11/22828080_0.jpg
22828079,2026-03-11T21:56:00,explosion,26,1,Explosion was reported in Sumy,"Sumy,Sums'ka oblast",50.91098,34.85138,https://t.me/suspilnenews/64302,https://liveuamap.com/en/2026/11-march-20-explosion-was-reported-in-sumy,
22828090,2026-03-11T22:16:00,airstrike_shelling,27,1,Explosion was reported in Kharkiv,"Kharkiv, Kharkiv Oblast",50.05188,36.23634,https://t.me/suspilne_kharkiv/82644,https://liveuamap.com/en/2026/11-march-21-explosion-was-reported-in-kharkiv,
22828124,2026-03-11T23:10:00,political_statement,14,1,"Today in Florida, the Russian delegation led by Special Envoy Kirill Dmitriev met with the U.S. delegation, including Special Envoy Steve Witkoff, Jared Kushner, and White House Senior Advisor Josh Gruenbaum. The teams discussed a variety of topics and agreed to stay in touch","Palm Beach, Florida",26.67695,-80.03718,https://x.com/SEPeaceMissions/status/2031855349980897685,https://liveuamap.com/en/2026/11-march-22-today-in-florida-the-russian-delegation-led-by,
22828153,2026-03-12T02:50:00,drone_strike,21,2,Drones have attacked Tikhoretskaya oil pumping station in Krasnodar Krai or Russia,"Krasnodar Krai, Russia",45.84408,40.17507,https://t.me/exilenova_plus/17359,https://liveuamap.com/en/2026/12-march-01-drones-have-attacked-tikhoretskaya-oil-pumping,https://liveuamap.com/pics/2026/03/12/22828153_0.jpeg
22828154,2026-03-12T06:27:00,fire,9,1,Fires at the Tikhoretska pumping station in Krasnodar Krai,"Krasnodar Krai, Russia",45.84372,40.177,https://t.me/exilenova_plus/17389,https://liveuamap.com/en/2026/12-march-05-fires-at-the-tikhoretska-pumping-station-in-krasnodar,
22828156,2026-03-12T08:05:00,anti_aircraft,42,2,"Overnight Russia launched 94 strike drones, - Ukrainian Air Forces","Dnipropetrovsk Oblast, Ukraine",47.9793,33.77747,https://t.me/kpszsu/57751,https://liveuamap.com/en/2026/12-march-07-overnight-russia-launched-94-strike-drones--ukrainian,https://liveuamap.com/pics/2026/03/12/22828156_0.jpg
22827737,2026-03-11T05:51:00,drone_strike,21,2,"Drones have attacked chemical plant in Tolyatti, Samara region of Russia","Samara Oblast, Russia",53.5507,49.47332,https://t.me/supernova_plus/49427,https://liveuamap.com/en/2026/11-march-04-drones-have-attacked-chemical-plant-in-tolyatti,https://liveuamap.com/pics/2026/03/11/22827737_0.jpg
22827736,2026-03-11T07:31:00,anti_aircraft,42,2,"Overnight Russia launched 99 strike drones, - Ukrainian Air Force ",Kharkiv,49.98766,36.13575,https://t.me/kpszsu/57687,https://liveuamap.com/en/2026/11-march-06-overnight-russia-launched-99-strike-drones--ukrainian,https://liveuamap.com/pics/2026/03/11/22827736_0.jpg
22827831,2026-03-11T08:41:00,airstrike_shelling,27,1,1 person wounded as result of Russian airstrikes in Kramatorsk with 4 FAB-250 bombs,Donetsk Oblast,48.73527,37.5844,https://x.com/eastern_variant/status/2031636725190000942,https://liveuamap.com/en/2026/11-march-07-1-person-wounded-as-result-of-russian-airstrikes,https://liveuamap.com/pics/2026/03/11/22827831_0.jpg
22827814,2026-03-11T08:55:00,loitering_munition,102,1,Drones raid reported in Shakhtarske,"Dnipropetrovsk Oblast, Ukraine",48.33996,36.40028,https://t.me/hyevuy_dnepr/96183,https://liveuamap.com/en/2026/11-march-07-drones-raid-reported-in-shakhtarske,https://liveuamap.com/pics/2026/03/11/22827814_0.jpg
22827816,2026-03-11T08:56:00,armed_clash,25,1,"At Kherson direction clashes yesterday near Velykyy Vilkhovyy island, - General Staff of Armed Forces of Ukraine reports",Kherson,46.57248,32.53672,https://t.me/lumsrc/15894,https://liveuamap.com/en/2026/11-march-07-at-kherson-direction-clashes-yesterday-near-velykyy,https://liveuamap.com/pics/2026/03/11/22827816_0.jpg
22827817,2026-03-11T08:59:11,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Ternove and Novohryhorivka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.81193,36.42374,https://t.me/lumsrc/15891,https://liveuamap.com/en/2026/11-march-08-at-oleksandrivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/11/22827817_0.jpg
22827818,2026-03-11T08:59:36,armed_clash,25,1,"At Kostiantynivka direction clashes yesterday near Kostyantynivka, Pleschiyivka, Ivanopillya, Illinivka, Sofiyivka, Novopavlivka, Rusyn Yar and Stepanivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.4619,37.628,https://t.me/lumsrc/15889,https://liveuamap.com/en/2026/11-march-08-at-kostiantynivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/11/22827818_0.jpg
22827820,2026-03-11T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Huliaipole, Zaliznychne, Huliaipilske, Zarichne, Varvarivka, Luhivske, Myrne, Hirke, Svyatopetrivka and Staroukrayinka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.66853,36.14862,https://t.me/lumsrc/15893,https://liveuamap.com/en/2026/11-march-08-at-huliaipole-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/11/22827820_0.jpg
22827821,2026-03-11T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Drobysheve and Stavky, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",49.0524,37.8376,https://t.me/lumsrc/15887,https://liveuamap.com/en/2026/11-march-08-at-lyman-direction-clashes-yesterday-near-drobysheve,https://liveuamap.com/pics/2026/03/11/22827821_0.jpg
22827822,2026-03-11T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Zakitne, Ray-Oleksandrivka, Dronivka, Platonivka, Riznykivka, Yampil and Pazeno, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.77239,37.9703,https://t.me/lumsrc/15888,https://liveuamap.com/en/2026/11-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/11/22827822_0.jpg
22827823,2026-03-11T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Scherbaky and Pavlivka, - General Staff of Armed Forces of Ukraine reports",Zaporizhzhia,47.5997,35.48927,https://t.me/lumsrc/15892,https://liveuamap.com/en/2026/11-march-08-at-orikhiv-direction-clashes-yesterday-near-scherbaky,https://liveuamap.com/pics/2026/03/11/22827823_0.jpg
22827824,2026-03-11T09:00:00,airstrike_shelling,27,1,"Russian aviation conducted airstrikes at Ivanivka, Pokrovske, Prosyana, Oleksandrivka, Chornenkove of Dnipropetrovsk region, Vozdvyzhivka, Novoselivka, Charivne, Dolynka, Scherbaky, Blakytne, Veselyanka in Zaporizhzhia region, and Kozatske in Kherson region, - General Staff of Armed Forces of Ukraine reports  ","Nova Kakhovka, Khersons'ka oblast",46.7848,33.35054,https://t.me/lumsrc/15884,https://liveuamap.com/en/2026/11-march-08-russian-aviation-conducted-airstrikes-at-ivanivka,https://liveuamap.com/pics/2026/03/11/22827824_0.jpg
22827825,2026-03-11T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Novyy Donbas, Rodynske, Myrnohrad, Shevchenko, Hryshyne, Udachne, Novomykolayivka, Novopavlivka and Novopidhorodnie, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.23865,36.91063,https://t.me/lumsrc/15890,https://liveuamap.com/en/2026/11-march-08-at-pokrovsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/11/22827825_0.jpg
22827827,2026-03-11T09:00:00,armed_clash,25,1,"At Kupyansk direction clashes yesterday near Petropavlivka and Novoplatonivka, - General Staff of Armed Forces of Ukraine reports","Kharkiv Oblast, Ukraine",49.42953,37.67178,https://t.me/lumsrc/15886,https://liveuamap.com/en/2026/11-march-08-at-kupyansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/11/22827827_0.jpg
22827828,2026-03-11T09:00:00,armed_clash,25,1,"At South Slobozhansky(Kharkiv) direction clashes yesterday near Zybyne and Vovchansk, - General Staff of Armed Forces of Ukraine reports",Kharkiv Oblast,50.31287,37.08306,https://t.me/lumsrc/15885,https://liveuamap.com/en/2026/11-march-08-at-south-slobozhanskykharkiv-direction-clashes,https://liveuamap.com/pics/2026/03/11/22827828_0.jpg
22827855,2026-03-11T11:20:00,medical,10,1,One person wounded by drones debris near Adler airport. According to mayor of Sochi drones raid continues almost about a day,"Adler,Krasnodarskiy kray",43.43848,39.9123,https://t.me/bbbreaking/226432,https://liveuamap.com/en/2026/11-march-10-one-person-wounded-by-drones-debris-near-adler,
22827851,2026-03-11T11:22:00,political_statement,14,1,"The Kremlin on Wednesday accused British specialists of involvement in a deadly Ukrainian strike on the Russian city of Bryansk that used British Storm Shadow missiles and said it would take Britain's role ""into account""","Moskva, Moscow",55.75032,37.61908,https://x.com/GuyReuters/status/2031677163041132931,https://liveuamap.com/en/2026/11-march-10-the-kremlin-on-wednesday-accused-british-specialists,
22827912,2026-03-11T14:23:00,medical,10,2,20 people wounded as result of drone strike at the city bus in Kherson,Kherson,46.66024,32.65316,https://t.me/kherson_non_fake/28284,https://liveuamap.com/en/2026/11-march-13-20-people-wounded-as-result-of-drone-strike-at,https://liveuamap.com/pics/2026/03/11/22827912_1.jpg
22827899,2026-03-11T14:33:00,political_statement,14,2,"The group of Hungarians who arrived to inspect Druzhba pipeline does not have official status, - Ukrainian Foreign Ministry","Kyiv, Kyiv city",50.45643,30.52345,https://t.me/censor_net/88568,https://liveuamap.com/en/2026/11-march-13-the-group-of-hungarians-who-arrived-to-inspect,
22827901,2026-03-11T15:07:00,airstrike_shelling,27,1,Russian aviation launching glide bombs towards Zaporizhzhia,"Zaporizhzhia, Zaporiz'ka oblast",47.85246,35.17942,https://t.me/kpszsu/57715,https://liveuamap.com/en/2026/11-march-14-russian-aviation-launching-glide-bombs-towards,
22827907,2026-03-11T15:42:00,airstrike_shelling,27,1,3 people wounded as result of Russian airstrikes in Zaporizhzhia,"Zaporizhia Oblast, Ukraine",47.84175,35.18663,https://t.me/suspilnezaporizhzhya/51631,https://liveuamap.com/en/2026/11-march-14-3-people-wounded-as-result-of-russian-airstrikes,https://liveuamap.com/pics/2026/03/11/22827907_0.jpeg
22828149,2026-03-11T16:22:00,cyber,24,1,"On Feb-4, @Starlink disabled terminals in Russian-occupied parts of Ukraine that weren't on Ukrainian Ministry of Defense's approved list.  We saw a 75% drop in Starlink traffic to Ukraine as a result","Marinka, Donetsk Oblast",47.9605,37.41943,https://twitter.com/dougmadory/status/2031752517130863100,https://liveuamap.com/en/2026/11-march-15-on-feb4-starlink-disabled-terminals-in-russianoccupied,https://liveuamap.com/pics/2026/03/12/22828149_0.jpg
22827937,2026-03-11T17:00:00,political_statement,14,2,Ukraine received PAC-3 missiles for Patriot from Germany yesterday — Zelensky,"Kyiv, Kyiv city",50.44502,30.53022,https://t.me/gruntmedia/64288,https://liveuamap.com/en/2026/11-march-16-ukraine-received-pac3-missiles-for-patriot-from,
22827524,2026-03-10T16:11:00,explosion,26,1,Secondary explosions were reported in Bryansk after missile strike,Bryansk,53.22538,34.3939,https://t.me/exilenova_plus/17281,https://liveuamap.com/en/2026/10-march-15-secondary-explosions-were-reported-in-bryansk,https://liveuamap.com/pics/2026/03/10/22827524_0.jpeg
22827541,2026-03-10T16:34:00,communication,34,2,"President of Ukraine Zelensky: We discussed the situation around Iran with President of Turkey Recep Tayyip Erdogan. We are ready to share our expertise to prevent the war from escalating and protect lives, but at the same time, Ukraine also needs to strengthen its air defense, and we count on appropriate support from partners","Kyiv, Kyiv city",50.44425,30.52903,https://t.me/V_Zelenskiy_official/18278,https://liveuamap.com/en/2026/10-march-15-president-of-ukraine-zelensky-we-discussed-the,
22827528,2026-03-10T16:37:00,airstrike_shelling,27,2,Missile strike at the Kremniy plant in Bryansk,Briansk,53.24874,34.32897,https://t.me/supernova_plus/49376,https://liveuamap.com/en/2026/10-march-15-missile-strike-at-the-kremniy-plant-in-bryansk,https://liveuamap.com/pics/2026/03/10/22827528_0.jpeg
22827544,2026-03-10T17:31:00,airstrike_shelling,27,2,A factory that produced control systems for all types of Russian missiles was just hit in Bryansk — Zelensky,Briansk,53.24982,34.32936,https://t.me/operativnoZSU/205913,https://liveuamap.com/en/2026/10-march-16-a-factory-that-produced-control-systems-for-all,https://liveuamap.com/pics/2026/03/10/22827544_0.jpeg
22827550,2026-03-10T17:37:00,loitering_munition,102,1,Explosion was reported in Kharkiv,Kharkiv,49.97208,36.29677,https://t.me/suspilne_kharkiv/82487,https://liveuamap.com/en/2026/10-march-16-explosion-was-reported-in-kharkiv,
22827559,2026-03-10T18:01:00,political_statement,14,2,"Ukraine sends first counter-drone teams to UAE, Saudi Arabia and Qatar","Kyiv, Kyiv city",50.44426,30.52914,https://t.me/espresotb/156909,https://iran.liveuamap.com/en/2026/10-march-17-ukraine-sends-first-counterdrone-teams-to-uae,
22827668,2026-03-10T18:54:00,casualties,7,1,"6 people killed, 37 wounded as result of missile strikes at the Kremniy El plant in Bryansk",Briansk,53.24966,34.3315,https://t.me/apwagner/56971,https://liveuamap.com/en/2026/10-march-17-6-people-killed-37-wounded-as-result-of-missile,
22827657,2026-03-10T19:05:00,cruise_missile,96,2,General Staff of Armed Forces of Ukraine: Kremniy plant in Bryansk was struck with Storm Shadow missiles,Briansk,53.24868,34.32983,https://t.me/GeneralStaffZSU/35923,https://liveuamap.com/en/2026/10-march-18-general-staff-of-armed-forces-of-ukraine-kremniy,https://liveuamap.com/pics/2026/03/10/22827657_0.jpeg
